2025-12-24 00:01:30,008 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-12-24 00:01:30,028 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-12-24 00:01:30,029 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-12-24 00:01:30,030 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-12-24 00:01:30,031 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-12-24 00:01:30,032 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-12-24 00:01:30,033 INFO  SwAddin.cs: 201 - Setting up command manager
2025-12-24 00:01:30,033 INFO  SwAddin.cs: 204 - Adding command manager
2025-12-24 00:01:30,035 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-12-24 00:01:30,036 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-12-24 00:01:30,036 INFO  SwAddin.cs: 210 - Adding event handlers
2025-12-24 00:01:30,039 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-12-24 00:01:47,638 INFO  SwAddin.cs: 294 - Assembly export called for file robot
2025-12-24 00:01:53,742 INFO  SwAddin.cs: 313 - Saving assembly
2025-12-24 00:01:54,356 INFO  SwAddin.cs: 316 - Opening property manager
2025-12-24 00:01:54,377 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot
2025-12-24 00:01:54,382 INFO  ExportHelperExtension.cs: 1136 - Found 73 in robot
2025-12-24 00:01:54,382 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [CoordSys] in robot
2025-12-24 00:01:54,383 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-12-24 00:01:54,384 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-12-24 00:01:54,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau 2 Full-1
2025-12-24 00:01:54,386 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Khau 2 Full-1
2025-12-24 00:01:54,386 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau 2 Full-1
2025-12-24 00:01:54,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau3Full-1
2025-12-24 00:01:54,387 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Khau3Full-1
2025-12-24 00:01:54,387 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau3Full-1
2025-12-24 00:01:54,387 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau4Full-1
2025-12-24 00:01:54,387 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Khau4Full-1
2025-12-24 00:01:54,389 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau4Full-1
2025-12-24 00:01:54,389 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau4Full-1-1
2025-12-24 00:01:54,389 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Khau4Full-1-1
2025-12-24 00:01:54,389 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau4Full-1-1
2025-12-24 00:01:54,389 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DeFull-1
2025-12-24 00:01:54,390 INFO  ExportHelperExtension.cs: 1136 - Found 24 in DeFull-1
2025-12-24 00:01:54,390 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DeFull-1
2025-12-24 00:01:54,390 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau1Full-1
2025-12-24 00:01:54,391 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Khau1Full-1
2025-12-24 00:01:54,391 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau1Full-1
2025-12-24 00:01:54,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-1
2025-12-24 00:01:54,391 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Assem1-1
2025-12-24 00:01:54,392 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-1
2025-12-24 00:01:54,392 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Khau6Full-1
2025-12-24 00:01:54,393 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Khau6Full-1
2025-12-24 00:01:54,393 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Khau6Full-1
2025-12-24 00:01:54,393 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot
2025-12-24 00:01:54,394 INFO  ExportHelperExtension.cs: 1136 - Found 73 in robot
2025-12-24 00:01:54,394 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [RefAxis] in robot
